ID,END_DATE,START_DATE,AGENDA_TITLE,AGENDA,MP3,ORDINANCES,MINUTES,RESOLUTIONS,OTHER
1,2011-01-27,2011-01-26,January 26-27 2011 Council Agenda,"January 26-27, 2011 Council Meeting Recordings|http://efiles.portlandoregon.gov/Record/4138340/","<a href=""http://efiles.portlandoregon.gov/Record/4138340/"" title=""January 26-27, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:1/26/2011 to 1/27/2011+And+recSchedule:2001-07"" title=""Ordinances from January 26-27, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4187370/File/Document/"" title=""January 26-27, 2011 Council Meeting Minutes"">official</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:1/26/2011 to 1/27/2011"" title=""Resolutions from January 26-27, 2011 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:1/25/2011 to 1/28/2011"" title=""Other documents from January 26-27, 2011 Council Meeting"">other</a>"
